BOTTLE,20144104JOAExport,,,,,,,,,,,,,,,,,,,,,,,
# Exported from JOA (5.2.1 December 4, 2013) on 2014/11/04 09:40:42,,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDTMP_FLAG_W,SALNITY,SALNITY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W
,,,,,,,,,,,,DBAR,C,,PSS,,UM/KG,,UM/KG,,UM/KG,,UM/KG,
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,1500,3.595,0,34.715,0,144.683,0,78.697,0,33.717,0,2.256,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,1750,2.99,0,34.733,0,165.48,0,84.177,0,31.918,0,2.282,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,2000,2.668,0,34.756,0,169.626,0,76.02,0,28.516,0,2.077,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,2500,2.312,0,34.799,0,195.834,0,71.984,0,27.487,0,1.899,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,3000,1.94,0,34.804,0,214.58,0,78.138,0,27.716,0,1.903,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,3500,1.426,0,34.759,0,217.343,0,96.012,0,28.663,0,2.038,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,0,25.122,0,35.286,0,211.789,0,3.483,0,0.056,0,0.159,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,10,25.085,0,35.28,0,211.041,0,3.559,0,0.052,0,0.179,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,20,24.964,0,35.28,0,211.727,0,3.676,0,0.06,0,0.172,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,30,24.798,0,35.284,0,212.279,0,3.82,0,0.07,0,0.167,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,50,23.821,0,35.29,0,211.977,0,3.858,0,0.169,0,0.18,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,75,22.253,0,35.324,0,204.048,0,4.577,0,1.111,0,0.247,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,100,20.798,0,35.375,0,188.769,0,5.159,0,2.843,0,0.349,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,125,19.507,0,35.424,0,183.851,0,5.654,0,3.589,0,0.421,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,150,18.473,0,35.466,0,182.687,0,6.566,0,4.6,0,0.472,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,200,16.75,0,35.493,0,192.206,0,7.781,0,5.133,0,0.574,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,250,15.434,0,35.452,0,197.856,0,7.262,0,6.137,0,0.662,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,300,14.309,0,35.373,0,201.867,0,7.848,0,8.196,0,0.732,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,400,12.656,0,35.197,0,210.849,0,8.49,0,9.95,0,0.852,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,500,11.282,0,35.018,0,213.794,0,9.734,0,12.32,0,1.023,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,600,9.909,0,34.853,0,208.86,0,11.735,0,16.541,0,1.188,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,700,8.581,0,34.721,0,187.45,0,17.459,0,21.421,0,1.436,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,800,7.352,0,34.636,0,179.376,0,26.101,0,25.835,0,1.724,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,900,6.403,0,34.616,0,164.1,0,38.41,0,27.799,0,1.947,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,1000,5.713,0,34.637,0,145.112,0,51.358,0,30.906,0,2.156,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,1100,5.178,0,34.671,0,140.978,0,59.821,0,32.035,0,2.245,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,1200,4.755,0,34.698,0,132.97,0,69.575,0,33.665,0,2.324,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,1300,4.372,0,34.715,0,136.123,0,75.095,0,33.741,0,2.326,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,1400,4.001,0,34.718,0,135.066,0,77.241,0,33.032,0,2.311,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,1500,3.624,0,34.725,0,143.687,0,79.136,0,33.942,0,2.248,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,1750,3.003,0,34.737,0,166.266,0,84.966,0,31.925,0,2.285,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,2000,2.693,0,34.755,0,168.093,0,76.855,0,28.644,0,2.091,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,2500,2.325,0,34.798,0,195.395,0,72.438,0,27.597,0,1.908,0
