EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,,,,,DB,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,,,UMOL/KG,,UMOL/KG,
 49NZ20031209,     I03,    X09,1,25,12013,2,20040112,952,-20.195,95.0123,5273,799.8,5.7231,34.5045,2,34.5045,2,145.65,1,151.18,2,45.53,2,31.89,2,0,2,2.25,2,0.423,2,0.195,2,-999,9,2221.7,2,2309.5,6
 49NZ20031209,     I03,    X09,1,24,12048,2,20040112,952,-20.195,95.0123,5273,900.9,5.2712,34.5811,2,34.5812,2,114.11,1,117.74,2,67.86,2,34.73,2,0,2,2.49,2,0.091,2,0.037,2,-999,9,2261.4,2,2342,2
 49NZ20031209,     I03,    X09,1,23,12047,2,20040112,952,-20.195,95.0123,5273,1001,4.9197,34.6058,2,34.604,2,108.44,1,112.66,2,76.41,2,35.43,2,0.01,2,2.56,2,0.027,6,0.013,6,-999,9,2271.8,2,2345.2,2
 49NZ20031209,     I03,    X09,1,22,12046,2,20040112,952,-20.195,95.0123,5273,1199.5,4.2825,34.6515,2,34.6515,2,107.46,1,111.64,2,89.8,2,35.98,2,0,2,2.61,2,0.005,2,0,2,-999,9,2288.5,2,2358,2
 49NZ20031209,     I03,    X09,1,21,12045,2,20040112,952,-20.195,95.0123,5273,1398.9,3.6845,34.6683,2,34.6689,2,116.72,1,121.32,2,95.66,2,35.78,2,0,2,2.58,2,-0.008,2,0,2,-999,9,2291,2,2360.5,2
 49NZ20031209,     I03,    X09,1,20,12044,2,20040112,952,-20.195,95.0123,5273,1600.7,3.1529,34.695,2,34.6954,2,128.17,1,133.75,2,100.12,2,35.19,2,0,2,2.52,2,0.001,2,-0.003,2,-999,9,2290,2,2375,2
 49NZ20031209,     I03,    X09,1,19,12043,2,20040112,952,-20.195,95.0123,5273,1800.5,2.7384,34.7065,2,34.7068,2,137.56,1,143.9,2,104.41,2,34.68,2,0,2,2.48,2,0.001,2,0.001,2,-999,9,2291.5,2,2376.6,2
 49NZ20031209,     I03,    X09,1,18,12042,2,20040112,952,-20.195,95.0123,5273,1999.2,2.4381,34.7192,2,34.7191,2,143.58,1,150.56,2,109.76,2,34.37,2,0,2,2.45,2,0.004,2,0,2,-999,9,2292.6,2,2380.8,2
 49NZ20031209,     I03,    X09,1,17,12041,2,20040112,952,-20.195,95.0123,5273,2199.6,2.1777,34.7251,2,34.725,2,148.79,1,156.23,2,114.6,2,34.19,2,0,2,2.42,2,-0.003,2,-0.003,2,-999,9,2294.3,2,2383.7,2
 49NZ20031209,     I03,    X09,1,16,12040,2,20040112,952,-20.195,95.0123,5273,2399.8,1.9931,34.7278,2,34.7273,2,155.43,1,163.63,2,115.7,2,33.77,2,0,2,2.39,2,0,2,-0.004,2,-999,9,2290.9,2,2384.2,2
 49NZ20031209,     I03,    X09,1,1,12025,2,20040112,952,-20.195,95.0123,5273,2599.7,1.8646,34.7286,2,34.7277,2,157.62,1,165.69,2,119.28,2,33.88,2,0,2,2.38,2,-0.005,2,-0.003,2,-999,9,2293.8,2,2383.7,6
 49NZ20031209,     I03,    X09,1,14,12038,2,20040112,952,-20.195,95.0123,5273,2800.7,1.7447,34.7278,2,34.7276,2,160.42,1,168.9,2,121.62,2,33.81,2,-0.01,2,2.38,2,0.001,2,0.005,2,-999,9,2296.3,2,2390,2
 49NZ20031209,     I03,    X09,1,13,12037,2,20040112,952,-20.195,95.0123,5273,3000.7,1.6523,34.7265,2,34.726,2,163.18,1,171.71,2,123.29,2,33.72,2,0,2,2.36,2,0.001,2,0.001,2,-999,9,2295.7,2,2387.9,2
 49NZ20031209,     I03,    X09,1,12,12036,2,20040112,952,-20.195,95.0123,5273,3250.1,1.5446,34.7244,2,34.7239,2,165.41,1,174.15,2,125.7,2,33.59,2,0.01,2,2.36,2,0.003,2,0.002,2,-999,9,2295.3,2,2394.8,2
 49NZ20031209,     I03,    X09,1,11,12035,2,20040112,952,-20.195,95.0123,5273,3500.8,1.4583,34.7224,2,-999,3,169.11,1,177.9,2,126.51,2,33.47,2,0,2,2.35,2,0,2,-0.001,2,-999,9,2294.2,2,2394.6,2
 49NZ20031209,     I03,    X09,1,10,12034,2,20040112,952,-20.195,95.0123,5273,3750.1,1.374,34.7205,2,34.7211,2,175.8,1,184.69,2,124.33,2,33.08,2,0,2,2.32,2,-0.003,2,0.001,2,-999,9,2286.4,2,2390,2
 49NZ20031209,     I03,    X09,1,9,12033,2,20040112,952,-20.195,95.0123,5273,4000.1,1.2665,34.718,2,34.718,2,182.29,1,191.27,2,123.2,2,32.73,2,0,2,2.29,2,0,2,0,2,-999,9,2282.6,2,2384.5,2
 49NZ20031209,     I03,    X09,1,8,12032,2,20040112,952,-20.195,95.0123,5273,4249.2,1.1723,34.716,2,34.716,2,188.84,1,197.66,2,121.64,2,32.38,2,0,2,2.26,2,0.001,2,-0.001,2,-999,9,2276.3,6,2374.5,2
 49NZ20031209,     I03,    X09,1,7,12031,2,20040112,952,-20.195,95.0123,5273,4499.1,1.1076,34.7134,2,34.7135,2,193.09,1,201.41,2,121.55,2,32.25,2,0,2,2.25,2,-0.002,2,-0.002,2,-999,9,2273.3,2,2372.5,6
 49NZ20031209,     I03,    X09,1,6,12030,2,20040112,952,-20.195,95.0123,5273,4750.6,1.0787,34.7113,2,34.7119,2,195.76,1,203.52,2,121.74,2,32.22,2,0.01,2,2.25,2,0,2,0,2,-999,9,2274,2,2371.6,2
 49NZ20031209,     I03,    X09,1,5,12029,2,20040112,952,-20.195,95.0123,5273,5000.2,1.0938,34.7108,2,34.7107,2,197.42,1,203.93,2,121.85,2,32.27,2,0,2,2.24,2,0.001,2,0.002,2,-999,9,2270.4,2,2370.6,2
 49NZ20031209,     I03,    X09,1,4,12028,2,20040112,952,-20.195,95.0123,5273,5249.7,1.1208,34.7104,2,-999,3,198.93,1,204.17,2,122.12,2,32.29,2,-0.01,2,2.24,2,0,2,0.001,2,-999,9,2271.9,2,2370.5,2
 49NZ20031209,     I03,    X09,1,15,12039,2,20040112,952,-20.195,95.0123,5273,5250,1.1207,34.7105,2,34.7113,2,198.91,1,204.13,2,122.02,2,32.27,2,-0.01,2,2.24,2,0.001,2,0,2,-999,9,2270.8,2,2370.7,2
 49NZ20031209,     I03,    X09,1,3,12027,2,20040112,952,-20.195,95.0123,5273,5352.6,1.1301,34.7102,2,34.7102,2,200.11,1,204.12,2,122.1,2,32.28,2,-0.01,2,2.24,2,0.002,2,0.003,2,-999,9,2270.2,2,2368.4,2
 49NZ20031209,     I03,471,1,36,12024,2,20040112,1742,-19.9968,96.0665,5126,9.9,25.9716,34.6829,2,34.6863,2,197.06,1,206.39,2,1.89,2,0.01,2,0.01,2,0.1,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,35,12023,2,20040112,1742,-19.9968,96.0665,5126,50.5,24.1077,35.1297,2,35.1364,2,208.44,1,217.86,2,2.11,2,-0.04,2,0,2,0.1,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,34,12022,2,20040112,1742,-19.9968,96.0665,5126,100.8,21.9431,35.4543,2,35.4494,2,214.67,1,224.77,2,2.2,2,-0.04,2,0.01,2,0.1,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,33,12015,2,20040112,1742,-19.9968,96.0665,5126,151,20.5472,35.5477,2,35.5414,2,195.25,1,202.3,2,2.98,2,1.18,2,0.05,2,0.22,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,32,12020,2,20040112,1742,-19.9968,96.0665,5126,201.7,19.3106,35.6731,2,35.6795,2,187.15,1,195.8,2,3.4,2,2.62,2,0.02,2,0.3,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,31,12019,2,20040112,1742,-19.9968,96.0665,5126,253,17.4236,35.781,2,35.7805,2,196.83,1,205.35,2,2.59,2,2.77,2,0.01,2,0.34,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,30,12018,2,20040112,1742,-19.9968,96.0665,5126,300.4,15.2865,35.5918,2,35.5801,2,208.63,1,217.99,2,2,2,4.15,2,0.01,2,0.44,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,29,12017,2,20040112,1742,-19.9968,96.0665,5126,398.9,12.3721,35.1807,2,35.1727,2,227.33,1,237.07,2,2.2,2,8.11,2,0.01,2,0.68,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,28,12016,2,20040112,1742,-19.9968,96.0665,5126,500.4,10.3555,34.8484,2,34.8459,2,232.09,1,242.22,2,3.44,2,12.82,2,0,2,0.96,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,27,12012,2,20040112,1742,-19.9968,96.0665,5126,599.4,9.1163,34.6624,2,34.6574,2,225.2,1,234.91,2,5.19,2,17.23,2,0.01,2,1.23,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,26,12014,2,20040112,1742,-19.9968,96.0665,5126,699.7,7.5887,34.532,2,34.532,2,192.14,1,200.39,2,15.72,2,23.88,2,0.01,2,1.66,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,25,12013,2,20040112,1742,-19.9968,96.0665,5126,800,6.058,34.5051,2,34.5086,2,149.25,1,154.47,2,40.9,2,30.94,2,0,2,2.17,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,24,12048,2,20040112,1742,-19.9968,96.0665,5126,902.7,5.4232,34.5725,2,34.5715,2,116.23,1,120.47,2,64.3,2,34.39,2,0.01,2,2.45,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,23,12047,2,20040112,1742,-19.9968,96.0665,5126,1000.8,4.983,34.6024,2,34.6073,2,108.74,1,111.21,2,76.01,2,35.47,2,-0.01,2,2.55,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,22,12046,2,20040112,1742,-19.9968,96.0665,5126,1200.2,4.4575,34.6579,2,34.6579,2,102.99,1,106.79,2,90.67,2,36.17,2,0,2,2.62,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,21,12045,2,20040112,1742,-19.9968,96.0665,5126,1402.2,3.7768,34.67,2,34.6701,2,115.43,1,120.02,2,94.91,2,35.76,2,0,2,2.58,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,20,12044,2,20040112,1742,-19.9968,96.0665,5126,1599.9,3.2347,34.6827,2,34.683,2,126.36,1,131.45,2,99.29,2,35.34,2,0,2,2.54,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,19,12043,2,20040112,1742,-19.9968,96.0665,5126,1800.4,2.8059,34.7043,2,34.7044,2,134.79,1,140.82,2,105.35,2,34.89,2,0,2,2.49,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,18,12042,2,20040112,1742,-19.9968,96.0665,5126,1999.8,2.4651,34.7163,2,34.7162,2,142.6,1,149.21,2,110.21,2,34.46,2,0,2,2.46,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,17,12041,2,20040112,1742,-19.9968,96.0665,5126,2199.6,2.1831,34.7243,2,34.7243,2,149.31,1,156.39,2,114.68,2,34.17,2,0,2,2.42,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,16,12040,2,20040112,1742,-19.9968,96.0665,5126,2401.2,2.018,34.7268,2,34.7271,2,156.57,1,164.71,2,114.61,2,33.63,2,0,2,2.38,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,15,12039,2,20040112,1742,-19.9968,96.0665,5126,2600.1,1.8622,34.7274,2,34.7273,2,160.25,1,168.7,2,117.43,2,33.55,2,0,2,2.36,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,14,12038,2,20040112,1742,-19.9968,96.0665,5126,2800.6,1.7459,34.727,2,34.727,2,162.34,1,170.91,2,120.25,2,33.59,2,0.01,2,2.35,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,13,12037,2,20040112,1742,-19.9968,96.0665,5126,2998.8,1.6462,34.7257,2,34.7256,2,163.76,1,172.36,2,123.21,2,33.65,2,0,2,2.36,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,12,12036,2,20040112,1742,-19.9968,96.0665,5126,3250.5,1.5469,34.724,2,34.7238,2,166.38,1,174.99,2,125.61,2,33.56,2,0,2,2.35,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,11,12035,2,20040112,1742,-19.9968,96.0665,5126,3500.7,1.4403,34.7218,2,34.7217,2,171.81,1,180.49,2,125.29,2,33.31,2,0,2,2.33,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,10,12034,2,20040112,1742,-19.9968,96.0665,5126,3749.3,1.334,34.7193,2,34.7193,2,177.68,1,186.48,2,124.75,2,33.03,2,0,2,2.31,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,9,12033,2,20040112,1742,-19.9968,96.0665,5126,4000.4,1.2414,34.7177,2,34.7179,2,184.69,1,193.53,2,122.75,2,32.67,2,0,2,2.27,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,8,12032,2,20040112,1742,-19.9968,96.0665,5126,4248.7,1.1483,34.7149,2,34.7149,2,190.36,1,199.07,2,121.97,2,32.44,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,7,12031,2,20040112,1742,-19.9968,96.0665,5126,4498.6,1.0881,34.7123,2,34.7127,2,193.9,1,201.97,2,122.39,2,32.32,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,6,12030,2,20040112,1742,-19.9968,96.0665,5126,4750.5,1.0642,34.7105,2,34.7108,2,196.79,1,204.19,2,122.06,2,32.26,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,5,12029,2,20040112,1742,-19.9968,96.0665,5126,4999.8,1.0838,34.7102,2,34.71,2,198.39,1,204.57,2,122.19,2,32.33,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,471,1,4,12028,2,20040112,1742,-19.9968,96.0665,5126,5196.9,1.1034,34.7099,2,34.7099,2,200.17,1,204.5,2,122.03,2,32.24,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,470,1,36,12024,2,20040113,56,-19.991,96.9533,5339,10.1,25.2209,34.8718,2,34.8718,2,199.76,1,209.09,2,1.85,2,0,2,0,2,0.12,2,1.74,2,1.051,2,-999,9,1960.1,2,2280,2
 49NZ20031209,     I03,470,1,35,12023,2,20040113,56,-19.991,96.9533,5339,51.2,24.5259,35.0396,2,35.0453,2,203.53,1,213.45,2,2.18,2,-0.02,2,0,2,0.1,2,1.823,2,1.089,2,-999,9,1977.3,6,2293.1,2
 49NZ20031209,     I03,470,1,34,12022,2,20040113,56,-19.991,96.9533,5339,100.1,22.0273,35.2967,2,35.2991,2,201.18,1,211.07,2,2.54,2,-0.03,2,0.01,2,0.16,2,1.97,2,1.171,2,-999,9,2005.6,2,2309.9,6
 49NZ20031209,     I03,470,1,33,12015,2,20040113,56,-19.991,96.9533,5339,153.2,20.8089,35.501,2,35.4909,2,193.38,1,201.94,2,2.68,2,0.97,2,0.25,2,0.23,2,2.041,2,1.199,2,-999,9,2030.6,2,2322.5,2
 49NZ20031209,     I03,470,1,32,12020,2,20040113,56,-19.991,96.9533,5339,197.4,19.5585,35.6429,2,35.6428,2,183.62,1,190.25,2,3.82,2,3.04,2,0.02,2,0.36,2,2.113,2,1.237,2,-999,9,2065,2,2328.3,2
 49NZ20031209,     I03,470,1,31,12019,2,20040113,56,-19.991,96.9533,5339,251.4,17.5223,35.7828,2,35.7819,2,198.35,1,206.54,2,2.27,2,2.42,2,0.01,2,0.33,2,2.383,6,1.372,6,-999,9,2082.2,2,2342.2,2
 49NZ20031209,     I03,470,1,30,12018,2,20040113,56,-19.991,96.9533,5339,301,15.6419,35.6336,2,35.6375,2,208.4,1,217.15,2,1.82,2,3.38,2,0.01,2,0.41,2,2.595,2,1.462,2,-999,9,2094.3,2,2332.1,2
 49NZ20031209,     I03,470,1,29,12017,2,20040113,56,-19.991,96.9533,5339,399.7,12.1482,35.1271,2,35.1241,2,219.07,1,228.28,2,3.03,2,9.33,2,0.01,2,0.77,2,3.056,2,1.667,2,-999,9,2112,2,2309,2
 49NZ20031209,     I03,470,1,28,12016,2,20040113,56,-19.991,96.9533,5339,500.5,10.1891,34.8269,2,34.825,2,225.6,1,235.18,2,3.95,2,13.71,2,0,2,1.02,2,3.285,2,1.74,2,-999,9,2119.9,2,2291.6,2
 49NZ20031209,     I03,470,1,27,12012,2,20040113,56,-19.991,96.9533,5339,598.6,9.1247,34.6735,2,34.6734,2,220.89,1,230.58,2,5.81,2,17.44,2,0.01,2,1.25,2,3.192,2,1.643,2,-999,9,2130.1,2,2287.7,2
 49NZ20031209,     I03,470,1,26,12014,2,20040113,56,-19.991,96.9533,5339,700.9,7.5941,34.5357,2,34.5346,2,188.92,1,197.29,2,17.04,2,24.17,2,0,2,1.69,2,1.924,2,0.965,2,-999,9,2162.8,6,2290.4,2
 49NZ20031209,     I03,470,1,25,12013,2,20040113,56,-19.991,96.9533,5339,800.9,5.8862,34.493,2,34.4935,2,151.82,1,158.14,2,40.72,2,30.96,2,0,2,2.18,2,0.537,2,0.286,2,-999,9,2212.7,2,2310.4,6
 49NZ20031209,     I03,470,1,24,12048,2,20040113,56,-19.991,96.9533,5339,898.4,5.5115,34.5788,2,34.5787,2,112.87,1,117,2,65.3,2,34.56,2,0,2,2.47,2,0.092,2,0.053,2,-999,9,2256.8,2,2332.2,2
 49NZ20031209,     I03,470,1,23,12047,2,20040113,56,-19.991,96.9533,5339,1000.7,5.0983,34.6176,2,34.6176,2,104.46,1,108.04,2,76.3,2,35.51,2,0,2,2.57,2,0.023,6,0.014,6,-999,9,2274,2,2346.2,2
 49NZ20031209,     I03,470,1,22,12046,2,20040113,56,-19.991,96.9533,5339,1201.5,4.3299,34.6417,2,34.642,2,108.67,1,112.44,2,87.15,2,35.93,2,0.01,2,2.6,2,0.004,2,-0.001,2,-999,9,2285.9,2,2355.4,2
 49NZ20031209,     I03,470,1,21,12045,2,20040113,56,-19.991,96.9533,5339,1398.9,3.7106,34.66,2,34.6607,2,118.82,1,123.51,2,92.57,2,35.66,2,0.01,2,2.56,2,0.001,2,-0.004,2,-999,9,2288.9,2,2356.7,2
 49NZ20031209,     I03,470,1,20,12044,2,20040113,56,-19.991,96.9533,5339,1601.5,3.1726,34.6861,2,34.6857,2,127.22,1,132.68,2,99.93,2,35.26,2,0,2,2.54,2,0.003,2,-0.001,2,-999,9,2289.3,2,2370.3,2
 49NZ20031209,     I03,470,1,19,12043,2,20040113,56,-19.991,96.9533,5339,1799.8,2.7493,34.7073,2,34.7079,2,135.78,1,142.12,2,105.74,2,34.83,2,0,2,2.49,2,-0.003,2,-0.003,2,-999,9,2293.4,2,2376.2,2
 49NZ20031209,     I03,470,1,18,12042,2,20040113,56,-19.991,96.9533,5339,2000.4,2.4562,34.7198,2,34.7194,2,141.27,1,148.02,2,111.35,2,34.55,2,0.01,2,2.48,2,0.003,2,-0.001,2,-999,9,2294.9,2,2381.7,2
 49NZ20031209,     I03,470,1,17,12041,2,20040113,56,-19.991,96.9533,5339,2199.1,2.2293,34.7256,2,34.7259,2,145.67,1,152.99,2,115.76,2,34.33,2,0,2,2.44,2,0.005,2,0.002,2,-999,9,2297.4,2,2381.2,2
 49NZ20031209,     I03,470,1,16,12040,2,20040113,56,-19.991,96.9533,5339,2400.7,2.0493,34.7275,2,34.7268,2,152.06,1,159.79,2,116.81,2,33.95,2,0,2,2.41,2,-0.003,2,-0.002,2,-999,9,2293.4,6,-999,4
 49NZ20031209,     I03,470,1,15,12039,2,20040113,56,-19.991,96.9533,5339,2599.8,1.8835,34.7274,2,34.7277,2,157.34,1,165.73,2,118.38,2,33.8,2,0,2,2.38,2,-0.002,2,-0.001,2,-999,9,2293.3,2,2385.7,6
 49NZ20031209,     I03,470,1,1,12025,2,20040113,56,-19.991,96.9533,5339,2802,1.7533,34.7272,2,34.7272,2,162.02,1,171,2,119.22,2,33.59,2,0,2,2.36,2,-0.006,2,0,2,-999,9,2291.3,2,2389,2
 49NZ20031209,     I03,470,1,13,12037,2,20040113,56,-19.991,96.9533,5339,3002.1,1.6336,34.7261,2,34.7257,2,164.84,1,173.96,2,121.78,2,33.49,2,0.01,2,2.35,2,-0.001,2,0.001,2,-999,9,2292.4,2,2386.4,2
 49NZ20031209,     I03,470,1,12,12036,2,20040113,56,-19.991,96.9533,5339,3251.2,1.5212,34.7242,2,34.7242,2,167.19,1,176.18,2,124.57,2,33.42,2,0,2,2.34,2,-0.005,2,-0.004,2,-999,9,2296.2,2,2391,2
 49NZ20031209,     I03,470,1,11,12035,2,20040113,56,-19.991,96.9533,5339,3500,1.4358,34.7213,2,34.7215,2,169.7,1,179.02,2,126.61,2,33.42,2,0.01,2,2.35,2,0,2,0,2,-999,9,2294.1,2,2392.7,2
 49NZ20031209,     I03,470,1,10,12034,2,20040113,56,-19.991,96.9533,5339,3751.7,1.3562,34.7196,2,34.7192,2,173.77,1,183.07,2,126.83,2,33.34,2,0,2,2.33,2,-0.005,2,-0.003,2,-999,9,2291.1,2,2390.8,2
 49NZ20031209,     I03,470,1,9,12033,2,20040113,56,-19.991,96.9533,5339,4001.3,1.2695,34.7177,2,34.7173,2,180.11,1,189.35,2,125.21,2,32.91,2,0,2,2.31,2,-0.003,2,-0.004,2,-999,9,2285.6,2,2388.8,2
 49NZ20031209,     I03,470,1,8,12032,2,20040113,56,-19.991,96.9533,5339,4252.2,1.2021,34.7162,2,34.7163,2,186.38,1,195.6,2,122.82,2,32.6,2,0,2,2.27,2,-0.003,2,-0.003,2,-999,9,2278.5,6,2379.6,2
 49NZ20031209,     I03,470,1,7,12031,2,20040113,56,-19.991,96.9533,5339,4501.3,1.1503,34.7147,2,34.7144,2,190.71,1,199.55,2,121.64,2,32.43,2,0,2,2.26,2,-0.002,2,0.002,2,-999,9,2275,2,2377.2,6
 49NZ20031209,     I03,470,1,6,12030,2,20040113,56,-19.991,96.9533,5339,4750.6,1.1112,34.7127,2,-999,3,194.03,1,202.31,2,121.93,2,32.31,2,0.01,2,2.25,2,-0.003,2,0.002,2,-999,9,2272.3,2,2374.5,2
 49NZ20031209,     I03,470,1,5,12029,2,20040113,56,-19.991,96.9533,5339,5000.6,1.1033,34.7113,2,34.7121,2,196.45,1,203.72,2,121.89,2,32.22,2,0,2,2.24,2,0.002,2,0.003,2,-999,9,2270.1,2,2371,2
 49NZ20031209,     I03,470,1,14,12038,2,20040113,56,-19.991,96.9533,5339,5251.3,1.113,34.7103,2,34.7103,2,198.73,1,204.4,2,122.07,2,32.23,2,0,2,2.24,2,0.002,2,0.007,2,-999,9,2270.8,2,2370.2,2
 49NZ20031209,     I03,470,1,4,12028,2,20040113,56,-19.991,96.9533,5339,5251.3,1.1129,34.7103,2,34.7103,2,198.73,1,204.55,2,121.52,2,32.2,2,0.01,2,2.25,2,0.008,2,0.005,2,-999,9,2269.9,2,2370.5,2
 49NZ20031209,     I03,470,1,3,12027,2,20040113,56,-19.991,96.9533,5339,5419.1,1.125,34.7098,2,34.7103,2,200.49,1,204.78,2,121.81,2,32.21,2,0.01,2,2.24,2,0.008,2,0.007,2,-999,9,2271,2,2371.5,2
 49NZ20031209,     I03,469,1,36,12024,2,20040113,833,-19.9885,97.8365,5839,9.2,24.6895,35.0506,2,35.0505,2,202.55,1,212.17,2,2.26,2,0.03,2,0.01,2,0.08,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,469,1,35,12023,2,20040113,833,-19.9885,97.8365,5839,49.8,24.0103,35.0237,2,-999,4,206.8,1,215.18,2,2.33,2,0.03,2,0,2,0.08,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,469,1,34,12022,2,20040113,833,-19.9885,97.8365,5839,101.5,22.184,35.1922,2,35.1984,2,204.47,1,214.49,2,2.82,2,0.04,2,0.01,2,0.11,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,469,1,33,12015,2,20040113,833,-19.9885,97.8365,5839,151.3,20.7869,35.3237,2,35.3303,2,177.7,1,184.75,2,4.74,2,3.47,2,0.07,2,0.34,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,469,1,32,12020,2,20040113,833,-19.9885,97.8365,5839,199.9,19.5634,35.609,2,35.606,2,179.66,1,187.87,2,4.01,2,3.38,2,0.02,2,0.34,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,469,1,31,12019,3,20040113,833,-19.9885,97.8365,5839,248.9,17.7087,35.6468,2,35.6435,2,175.98,1,183.14,2,5.54,2,5.45,2,0.01,2,0.49,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,469,1,30,12018,2,20040113,833,-19.9885,97.8365,5839,300.4,16.3022,35.6638,2,35.6536,2,197.94,1,207.14,2,3.01,2,4.04,2,0.01,2,0.41,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,469,1,29,12017,2,20040113,833,-19.9885,97.8365,5839,399.5,11.8247,35.0812,2,35.0805,2,219.74,1,229.2,2,3.17,2,9.99,2,0.01,2,0.79,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,469,1,28,12016,2,20040113,833,-19.9885,97.8365,5839,499.6,9.7641,34.7687,2,34.7662,2,224.1,1,233.89,2,4.44,2,15.04,2,0.01,2,1.09,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,469,1,27,12012,2,20040113,833,-19.9885,97.8365,5839,598.6,8.5573,34.6124,2,34.6109,2,212.45,1,221.97,2,8.52,2,19.61,2,0.01,2,1.37,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,469,1,26,12014,2,20040113,833,-19.9885,97.8365,5839,699.6,7.1144,34.5312,2,34.5303,2,167.03,1,173.32,2,27.12,2,27.2,2,0,2,1.89,2,-999,9,-999,9,-999,9,-999,9,-999,9
